year,event_rank,event_text,source_url,source_element_index
1905,15,"A record-setting three no-hitters were thrown in the junior circuit in 1905, breaking the mark of two set in 1904. The history making twirlers were, Weldon Henley (July 22, 1905), Frank Smith (September 6, 1905), and Bill Dinneen (September 27. 1905).",https://www.baseball-almanac.com/yearly/yr1905a.shtml,75
1905,16,"Did you know that Ty Cobb made his Major League debut.in 1905, on August 30th? The Georgia Peach first hit was a double off Jack Chesbro. Detroit defeated New York 5-3.",https://www.baseball-almanac.com/yearly/yr1905a.shtml,76
1905,17,"On October 5, 1905, Chief Bender had a doubleheader dream. The Athletics pitcher started one game, appeared in relief in game two, won both games, AND finished with five hits, seven RBI, two triples, and two runs scored!",https://www.baseball-almanac.com/yearly/yr1905a.shtml,77
1906,1,"The New York ban on Sunday baseball was temporarily lifted on April 29th as the Highlanders and Philadelphia Athletics played a benefit game for the victims of the San Francisco earthquake, raising $5,600.",https://www.baseball-almanac.com/yearly/yr1906a.shtml,60
1906,2,"St. Louis Browns first baseman Tom Jones recorded an American League record twenty-two putouts on May 11th against the Boston Red Sox. New York Highlander Hal Chase tied the record four months later (September 21), but would not be matched himself until Yankee captain Don Mattingly duplicated the effort during a 7-1 win over the Minnesota Twins on July 20, 1987.",https://www.baseball-almanac.com/yearly/yr1906a.shtml,61
1906,3,"In August, the Boston Americans set an unwanted Major League record after suffering four straight shutout losses (0-3 on August 2; 0-4 on August 3; 0-1 on August 4 and 0-4 on August 6).",https://www.baseball-almanac.com/yearly/yr1906a.shtml,62
1906,4,"On April 12th, Boston Braves outfielder Johnny Bates became the first modern player to hit a home run in his first Major League at bat. The inaugural round tripper came courtesy of Dodger Harry McIntire who lost twenty games or more in three seasons with Brooklyn's miserable turn-of-the-century teams.",https://www.baseball-almanac.com/yearly/yr1906a.shtml,63
1906,5,"New York Giants pitcher Hooks Wilste became the first pitcher of the modern era to strike out four batters in a single inning (after a third-strike error) en route to a twelve-K, 4-1 victory over the Cincinnati Reds. He also fanned the side in the fourth inning for a total of seven batters struck out in just two innings for the first and only time in Major League history.",https://www.baseball-almanac.com/yearly/yr1906a.shtml,64
1906,6,"On October 4th, the Cubs recorded their one-hundred sixteenth victory of the year. The 4-0 win over the Pittsburgh Pirates gave Chicago a 60-15-road record with a .800 percentage mark that has never been equaled. They also became the first team to finish with fewer than two-hundred errors and their pitching staff combined for a league-leading 1.76 ERA.",https://www.baseball-almanac.com/yearly/yr1906a.shtml,65
1906,7,"In an effort to curb accusations and/or suspicions of tampering, a new rule was set putting the umpire in sole charge of all game balls. (The home team manager previously had some say as to when a new ball was introduced).",https://www.baseball-almanac.com/yearly/yr1906a.shtml,66
1906,8,"Harry Pulliam was unanimously re-elected president of the National League with an increased salary of $10,000. The American League increased Ban Johnson's salary to $15,000 for the remaining four years of his contract.",https://www.baseball-almanac.com/yearly/yr1906a.shtml,67
1906,9,"Hank O'Day, a National League umpire unsuccessfully proposed that the batter's box be outlined with white rubber strips (rather than chalk) to prevent batters from erasing them with their spikes.",https://www.baseball-almanac.com/yearly/yr1906a.shtml,68
1906,10,← 1905 | 1906 Hitting Statistics League Leaders | 1907 →,https://www.baseball-almanac.com/yearly/yr1906a.shtml,70
1906,11,← 1905 | 1906 Pitching Statistics League Leaders | 1907 →,https://www.baseball-almanac.com/yearly/yr1906a.shtml,71
1906,12,Team Standings | 1906 World Series,https://www.baseball-almanac.com/yearly/yr1906a.shtml,72
1906,13,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1906a.shtml,73
1906,14,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1906a.shtml,74
1906,15,"Tom Hughes, of the Washington Senators, hit a game-winning home run in the tenth inning on August 3, 1906, and became the first pitcher in major league history to win an extra inning game with his own long ball!",https://www.baseball-almanac.com/yearly/yr1906a.shtml,75
1906,16,"On August 30, 1906, Slow Joe Doyle of the New York Highlanders shutout Washington 5-0 in his second start. He finished his Major League career with twenty-three wins and will always be remembered as the first pitcher to toss two consecutive shutouts during his two first starts.",https://www.baseball-almanac.com/yearly/yr1906a.shtml,76
1906,17,"Did you know that future hall of famer Eddie Collins made his Major League debut on September 17, 1906, and had one hit off Ed Walsh? Too easy? Did you know that Collins played that game under the last name Sullivan to preserve his college eligibility at Columbia University?",https://www.baseball-almanac.com/yearly/yr1906a.shtml,77
1906,10,"""But during a fifteen year career, from 1902 through 1916, he (Joe Tinker) saved his teams an astonishing two-hundred three fielding runs. He deserves his immortality."" - Total Baseball",https://www.baseball-almanac.com/yearly/yr1906n.shtml,69
1906,16,"Truly Obscure Trivia Alert: On May 6, 1906, the Pittsburgh Pirates became the first team to pull a tarpaulin across the infield during a rain delay.",https://www.baseball-almanac.com/yearly/yr1906n.shtml,75
1906,17,"On April 12, 1906, Johnny Bates became the first player of the twentieth century to hit a home run in his first at-bat. Do you know which two players accomplished the feat during the nineteenth century?",https://www.baseball-almanac.com/yearly/yr1906n.shtml,76
1906,18,"Starting pitcher Jack Taylor of Chicago was removed from a game during the third inning on August 13, 1906, ending his (unbeatable) record of 187 consecutive complete games in which he started.",https://www.baseball-almanac.com/yearly/yr1906n.shtml,77
1907,1,"Popular Boston Americans outfielder / manager Chick Stahl committed suicide while traveling with the team in West Baden Springs, Indiana. A note left behind stated: ""Boys, I just couldn't help it. You drove me to it."" Cy Young reluctantly agreed to start the season as an interim replacement manager and was followed by two other skippers during the year, George Huff and Bob Unglaub.",https://www.baseball-almanac.com/yearly/yr1907a.shtml,60
1907,2,"Chicago White Sox pitcher Ed Walsh tallied eleven assists and two putouts during a 1-0 win over the St. Louis Browns on April 19, 1907. His total of thirteen chances tied the franchise mark set by Nick Altrock during the 1904 season — which is also the Major League record for most chances in a 9-inning game by a pitcher!",https://www.baseball-almanac.com/yearly/yr1907a.shtml,61
1907,3,"On June 28th, the last place Washington Nationals stole a Major League record thirteen bases off of injured New York Yankees catcher Branch Rickey. An injury to starter Red Kleinow forced Rickey into premature service and he was unable to throw accurately to his baseman.",https://www.baseball-almanac.com/yearly/yr1907a.shtml,62
1907,4,"A riot broke out during a July 8th, Chicago Cubs - Brooklyn Dodgers game after Cubs manager Frank Chance, who was being pelted with empty bottles, threw one back into the crowd hitting a young boy. After losing 5-0, the angry New York crowd rushed from the stands forcing Chance to escape Washington Park III in an armored car with a police escort.",https://www.baseball-almanac.com/yearly/yr1907a.shtml,63
1907,5,"At the West Side Grounds on September 14th, the Chicago Cubs and Cincinnati Reds collected twenty-nine combined hits, ALL of which were singles.",https://www.baseball-almanac.com/yearly/yr1907a.shtml,64
1907,6,"The Cleveland Indians became the first team to institute team wide insurance policies after taking out $100,000 of coverage to insure its players against possible injury in railroad accidents.",https://www.baseball-almanac.com/yearly/yr1907a.shtml,66
1907,7,"Cincinnati Reds' manager Ned Hanlon, one of the originals whose managing days began in 1889 at Pittsburgh, announced his retirement ending a career that boasted five Major League pennants (four Baltimore, one Brooklyn).",https://www.baseball-almanac.com/yearly/yr1907a.shtml,67
1907,8,"The Washington Post (incorrectly) reported that St. Louis Browns shortstop Bobby Wallace was the highest paid major league player with a yearly salary of $6,500.",https://www.baseball-almanac.com/yearly/yr1907a.shtml,68
1907,9,← 1906 | 1907 Hitting Statistics League Leaders | 1908 →,https://www.baseball-almanac.com/yearly/yr1907a.shtml,70
1907,10,← 1906 | 1907 Pitching Statistics League Leaders | 1908 →,https://www.baseball-almanac.com/yearly/yr1907a.shtml,71
1907,11,Team Standings | 1907 World Series,https://www.baseball-almanac.com/yearly/yr1907a.shtml,72
1907,12,Hitting Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1907a.shtml,73
1907,13,Pitching Statistics League Leaderboard,https://www.baseball-almanac.com/yearly/yr1907a.shtml,74
1907,14,Weird ballpark stories? How about the flagpole breaking on the 14th of May as the White Sox were raising their 1906 pennant in South Side Park.,https://www.baseball-almanac.com/yearly/yr1907a.shtml,75
1907,15,"On August 2, 1907, future hall of famer Walter Johnson made his major league debut and lost 3-2. The first hit off the future 300 Wins Club member was by Ty Cobb — a bunt single!",https://www.baseball-almanac.com/yearly/yr1907a.shtml,76
1907,16,"Since we mentioned The Georgia Peach; did you know that Cobb finished the 1907 season with a league leading .350 batting average, and would go on to win eleven more batting titles across his storied career? [Batting Champion Records]",https://www.baseball-almanac.com/yearly/yr1907a.shtml,77
1907,8,"The Washington Post (incorrectly reported that St. Louis Browns shortstop Bobby Wallace was the highest paid major league player with a yearly salary of $6,500.",https://www.baseball-almanac.com/yearly/yr1907n.shtml,68
1907,9,"""The way to get a ball past Honus (Wagner) is to hit it eight feet over his head."" - John McGraw",https://www.baseball-almanac.com/yearly/yr1907n.shtml,69
1907,15,"In 1906, Red Dooin of Philadelphia wore a set of paper-mache shin guards while catching a game. On April 11, 1907, Roger Bresnahan of New York wore the first set of standard shin guards behind the plate.",https://www.baseball-almanac.com/yearly/yr1907n.shtml,75
1907,16,"Miller Huggins, of Cincinnati, hit a leadoff home run against Christy Mathewson on June 19, 1907. The fans were so excited they gave Huggins chocolates, a pin, a watch, and a Morris Chair.",https://www.baseball-almanac.com/yearly/yr1907n.shtml,76
1907,17,"On August 11, 1907, Ed Karger of St. Louis started the second end of a doubleheader versus Boston. The game was pre-set at seven innings and Karger became the first pitcher to hurl a perfect game that was less than the common nine-inning variation.",https://www.baseball-almanac.com/yearly/yr1907n.shtml,77
